chemin,pseudo_label,confiance_min
../data/mri_dataset_brain_cancer_oc/sans_label/b34c74b8-90d1-415f-aef0-e6803e181fb8.jpg,cancer,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/5dd5c97a-611d-4503-b61b-41e0c3392f01.jpg,normal,0.888
../data/mri_dataset_brain_cancer_oc/sans_label/ae16d97e-2b19-4723-b545-5da8a6788538.jpg,cancer,0.854
../data/mri_dataset_brain_cancer_oc/sans_label/b6f5d34f-6564-4515-a8bd-454cb427d89b.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/3aff54be-b7ff-4071-abce-a25915bb0453.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/8411efde-077b-4888-9017-55a3c1848399.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/2eb47d1a-f7b6-447b-832d-5d56ef7be20c.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/11fbbab2-b71f-43f1-b216-9232232322e9.jpg,cancer,0.766
../data/mri_dataset_brain_cancer_oc/sans_label/7c232161-5e0e-4e33-8097-f55161592c2f.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/6b833c30-ad0c-4c8d-9c9b-1561f44af830.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/995b70f4-c2b6-4aad-a523-e45d83636997.jpg,cancer,0.73
../data/mri_dataset_brain_cancer_oc/sans_label/5b819f6b-dd29-42b7-b4ac-29ef152bf6bb.jpg,normal,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/f324adf2-d0b4-4a5f-a648-6ac586eabd9a.jpg,cancer,0.86
../data/mri_dataset_brain_cancer_oc/sans_label/41d0f225-4842-4b7b-9e54-9952e603e03f.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/bf866f83-f688-447d-96cc-541c2f402f47.jpg,cancer,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/b378a02d-501a-4a6c-b7a8-db752f862f42.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/c697f7b8-a805-453b-9f5b-cf0b4f451a33.jpg,normal,0.804
../data/mri_dataset_brain_cancer_oc/sans_label/62acd743-0555-4bb9-b26d-c4c8f09409f3.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/9697898c-3c42-4dab-8916-faff2037a2dc.jpg,cancer,0.79
../data/mri_dataset_brain_cancer_oc/sans_label/73a64487-fd49-49da-a71d-2ebf834ddfc3.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/a4db8e48-b4c2-4c58-b51d-c4c9f27db258.jpg,cancer,0.7009596517227888
../data/mri_dataset_brain_cancer_oc/sans_label/691c1f9a-1fd6-4abc-bd75-db261111bd2b.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/a0527877-e057-4aad-b285-3c19c94a3534.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/fc0c3deb-0017-42f3-9d08-d89405c58b8f.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/ea962881-8a48-41a4-ae4a-ec6819d348c3.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/615bc32b-fc75-4e88-8218-185988721a2b.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/3e5acc42-321e-45eb-ba51-ecca20a29587.jpg,cancer,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/f4f16fea-acba-43fb-b742-3b6b9c9243b0.jpg,normal,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/f5013582-f682-4d08-8b7e-a6bc599f2137.jpg,normal,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/d3a9f98b-e591-4a84-b355-b11baa271060.jpg,cancer,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/5f7d15a8-3033-47f9-8afc-6e18d3652ce1.jpg,cancer,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/95336f5d-d39b-46cd-8b16-b58b43518c1c.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/1b73a930-df46-4138-9999-c2196a5dfe55.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/cd4ec45d-c01d-438c-9032-0b811159a980.jpg,cancer,0.702
../data/mri_dataset_brain_cancer_oc/sans_label/c3305fd4-95c1-4761-bd6c-f8969a1f631e.jpg,normal,0.892
../data/mri_dataset_brain_cancer_oc/sans_label/51a964bd-5916-45b8-91ae-81a0635143a9.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/ddee2693-8c67-46ff-aaaa-6258cefa88d0.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/7f18161a-611c-4e57-a0d2-9189582498df.jpg,cancer,0.816
../data/mri_dataset_brain_cancer_oc/sans_label/d48d1803-107d-49bf-80d0-01b0809b9747.jpg,cancer,0.7720907708153756
../data/mri_dataset_brain_cancer_oc/sans_label/63493130-2687-4ed7-90a0-c5f26adad303.jpg,normal,0.848
../data/mri_dataset_brain_cancer_oc/sans_label/d52b603e-de7e-4923-9580-75ecf947f3bf.jpg,cancer,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/e237e598-a7da-4a94-9427-c3ddf64ca667.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/32179fa4-f41e-45cb-b8fd-a5ed748b6e0c.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/4542a953-9f45-49ca-b90b-502fd29732c7.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/3d6aa1fe-6c9f-4afa-a499-dc909d838e98.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/04d076ce-4216-47ba-9013-6fe6956c7aed.jpg,cancer,0.876
../data/mri_dataset_brain_cancer_oc/sans_label/4ab4a1fe-973b-4d6f-9efd-3803308a3554.jpg,normal,0.702
../data/mri_dataset_brain_cancer_oc/sans_label/62bfdf9a-a52d-4601-bd89-5da0b9b31447.jpg,cancer,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/c4ae2e45-ed52-4c37-b411-0f432b3e8b5b.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/7c41e40d-4e72-472c-8da0-b2ce9d642203.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/d8841e31-81fe-4aed-aace-477d090ce0a1.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/66787dcb-65fc-465b-99f8-a5f3df43de8f.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/3b763d9e-91a1-403e-8c0c-edd716c08251.jpg,normal,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/629ce647-ee7a-40ef-95a5-c991c5ba7665.jpg,cancer,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/e31ccf86-45ab-42b1-9cb2-46f7ac5970a1.jpg,normal,0.884
../data/mri_dataset_brain_cancer_oc/sans_label/dfd03d67-6c4c-46c7-be16-7eb248e6225b.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/b2f8d9a9-ef82-4c08-a602-1a5fdc3ba173.jpg,cancer,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/1b12dae4-85d9-4b23-b93c-ebbab0eef531.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/3b1f05e1-7b97-4e82-9574-61f36a179d1c.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/a9619c7e-ed01-41ee-8d40-631b9852a32d.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/09d56396-71e1-4c05-bf3f-ad755cb175a3.jpg,normal,0.8280000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/a74cd797-2401-44e9-b29b-e3e125c8e148.jpg,normal,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/52fe9479-660b-47f8-955e-ebf52fe8c9aa.jpg,cancer,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/e3c09bf9-708c-4934-87ca-1bbe5b21f0d3.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/de98c91a-04b8-49b4-a7ab-084cd6bbda35.jpg,cancer,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/a5498ea1-4980-4bf9-a397-eff3fc64da84.jpg,cancer,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/f52abe7f-be3d-4428-8c75-a9e08f981f0b.jpg,normal,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/d4b29b8d-2d7c-4856-8e61-6119104a1486.jpg,normal,0.836
../data/mri_dataset_brain_cancer_oc/sans_label/44303155-6799-420d-a55d-99e018674515.jpg,cancer,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/2e851a56-15c3-4063-b004-382142142e97.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/4a0dcb3d-b143-4a64-8665-d150a0397f9d.jpg,cancer,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/349a5dee-ae7f-4de8-a34f-b34f593d1b60.jpg,normal,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/6d54198f-6c33-4158-8c3b-41ae0528f76d.jpg,normal,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/11698a42-88ac-4e65-8ea8-2e246db28656.jpg,cancer,0.824
../data/mri_dataset_brain_cancer_oc/sans_label/420bc65c-4456-45ff-b5b4-19ba112649c3.jpg,normal,0.8260000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/ade0e9eb-189d-4e9e-8f8a-93f142c99e70.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/fb9d36e6-f30c-4943-8f6a-adfdcaac2356.jpg,normal,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/af8a85eb-0518-464f-82ba-4bbe07234156.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/d4a9b08d-0fda-4550-b939-2fb71feb1c16.jpg,cancer,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/30ffee72-6e84-4d01-88a3-a09769c1b6cf.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/21ba4389-dd6d-420f-a764-8fec9af826e7.jpg,cancer,0.81
../data/mri_dataset_brain_cancer_oc/sans_label/a4246a3d-368d-44da-8518-cf2d87dc8c59.jpg,cancer,0.824
../data/mri_dataset_brain_cancer_oc/sans_label/6d2cbcf4-0b17-4f23-9009-4d83be9a2dcd.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/107d8f7a-af33-493c-aed2-895db3dd948f.jpg,normal,0.874
../data/mri_dataset_brain_cancer_oc/sans_label/ab11abb6-af74-41ad-a11a-e7fa6d7291ba.jpg,cancer,0.892
../data/mri_dataset_brain_cancer_oc/sans_label/201a4b53-cca5-4923-a87f-36178d619635.jpg,cancer,0.812
../data/mri_dataset_brain_cancer_oc/sans_label/f1984eff-6b19-4ca7-b623-9c757249bf04.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/824b1cb2-f810-4bf3-97cc-6a6da787a38d.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/6825eab8-f17c-4521-a5b7-818729c0c5d9.jpg,normal,0.742
../data/mri_dataset_brain_cancer_oc/sans_label/6d811cfe-af52-429d-a172-5dc70ed3d171.jpg,cancer,0.7030394792130703
../data/mri_dataset_brain_cancer_oc/sans_label/b81d8697-0c53-4884-ae67-451f03c49cf3.jpg,cancer,0.856
../data/mri_dataset_brain_cancer_oc/sans_label/1fca4a00-3eb2-4667-9f39-697ae1480926.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/d9041cf9-c600-4b70-8d1d-6b51a4bf8bd5.jpg,normal,0.8220000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/b0573368-2b4a-4bb5-a2f2-fd4c106cbd6a.jpg,cancer,0.798
../data/mri_dataset_brain_cancer_oc/sans_label/aa3c3d81-b7c5-4f1a-8c26-416bb1e98959.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/b439fafb-e052-46ed-a016-7ff5d1807c21.jpg,normal,0.834
../data/mri_dataset_brain_cancer_oc/sans_label/10d86392-5ab8-404c-9332-939a323dc8de.jpg,cancer,0.766
../data/mri_dataset_brain_cancer_oc/sans_label/e3102899-9a33-4b7b-937e-debb6d16aeb1.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/6f4274f7-e782-45e0-9536-4931935f7b49.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/5a989308-5f9a-4528-9323-7a6c6547107d.jpg,normal,0.8280000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/b43df22b-ca36-4759-bcab-607c2bb15700.jpg,cancer,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/dd2eb4e7-90a3-4801-ab47-b94dee64eab2.jpg,normal,0.874
../data/mri_dataset_brain_cancer_oc/sans_label/7ff11209-fd8e-412f-935e-aaf635a25afa.jpg,normal,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/b0106bf8-8746-4191-b59d-454c38756d88.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/f844fccf-c118-43d6-bc9d-551403ff443e.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/39212733-698a-40da-9b79-43ba2eb9917c.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/dda4e1f7-3614-4903-a53f-45a9b838d785.jpg,normal,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/b7dfdd1a-0fde-4fb6-a164-cd3ffde2c76c.jpg,cancer,0.742
../data/mri_dataset_brain_cancer_oc/sans_label/be331e19-085b-4197-95a8-8c148c815334.jpg,cancer,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/765b8c3b-d651-4758-9106-736d11ea60c0.jpg,cancer,0.804
../data/mri_dataset_brain_cancer_oc/sans_label/2e255b7b-ccf0-4e3a-95cf-eb4460d5ae85.jpg,cancer,0.728
../data/mri_dataset_brain_cancer_oc/sans_label/58cba4ba-db60-4790-af57-466b841a20ce.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/b038504e-6513-4c61-83ea-6016dae07068.jpg,cancer,0.702
../data/mri_dataset_brain_cancer_oc/sans_label/22efad41-71a8-4ac4-8ba7-731a22fc8f0f.jpg,normal,0.7418342671207672
../data/mri_dataset_brain_cancer_oc/sans_label/8b22e623-fe9a-48de-a8a9-326baf91af63.jpg,normal,0.866
../data/mri_dataset_brain_cancer_oc/sans_label/c0c88360-0527-4dcd-9b20-fd18576a948a.jpg,cancer,0.702
../data/mri_dataset_brain_cancer_oc/sans_label/ee0737c2-8bbd-4a77-b531-dd8fa5e3dcd9.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/fd6cada9-1b71-4020-acdf-8dbdffc05216.jpg,cancer,0.772
../data/mri_dataset_brain_cancer_oc/sans_label/0beafed8-1e3b-48a3-9bdb-4dbf96432dfd.jpg,cancer,0.798
../data/mri_dataset_brain_cancer_oc/sans_label/e01c1cb3-c26c-4426-931e-a51b0f0217dd.jpg,cancer,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/744e73bc-29c6-4116-9236-785d2c4091b4.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/fc0ab4c3-7285-4e86-99d7-959f54ec8da7.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/61174d39-5271-4b15-9aec-431ab38d982d.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/5674a7bf-6fe6-4c43-b574-fdd81608e18b.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/239b9986-e7d3-4a2f-a259-0947eef56f52.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/8411d424-f38c-497c-aeab-30213125a487.jpg,normal,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/e1a64f26-0a88-4168-9512-e9444df90d9c.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/f1c28168-17e9-41ce-88b8-1f0bcc8c5cc6.jpg,normal,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/ab0e7755-33af-44b9-81bd-bc82b31aee1e.jpg,cancer,0.824
../data/mri_dataset_brain_cancer_oc/sans_label/67722cde-ef60-48a0-8509-4fb75a2528b3.jpg,cancer,0.828
../data/mri_dataset_brain_cancer_oc/sans_label/30c19127-f3e9-421f-9847-dcf07db7d493.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/4beb7ae1-51f0-48f2-bc18-a13500e164ef.jpg,cancer,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/470fdac5-3acb-4d5a-aa31-aaf866697c44.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/71cc7faa-cfeb-4929-83dd-873d5853f05b.jpg,cancer,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/cd986f61-0bd8-4beb-bd9c-6962d00d59c2.jpg,cancer,0.838
../data/mri_dataset_brain_cancer_oc/sans_label/e325c59e-b404-47e3-a101-a4a2487000a4.jpg,cancer,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/ac865d09-397a-4949-9ebf-46ec9f12fa9c.jpg,cancer,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/2a098f48-f13b-462e-9f59-7232cf01db8e.jpg,cancer,0.7434081809668008
../data/mri_dataset_brain_cancer_oc/sans_label/b3435209-7f0e-4c19-b14c-961dfedf7fa5.jpg,cancer,0.844
../data/mri_dataset_brain_cancer_oc/sans_label/55ff4348-5711-47d8-9482-11fdfae5a64a.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/af799b9c-1752-424f-9139-02f554e58b68.jpg,cancer,0.828
../data/mri_dataset_brain_cancer_oc/sans_label/3e3bc53d-e0df-450f-b93b-9d3e6060e195.jpg,normal,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/5ad5d915-777b-4f36-84a1-2c019a869145.jpg,normal,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/24747dd0-93e1-43bd-b824-15b973b1585e.jpg,normal,0.856
../data/mri_dataset_brain_cancer_oc/sans_label/a3e38644-10d6-43b0-bac5-1847580bc89d.jpg,normal,0.812
../data/mri_dataset_brain_cancer_oc/sans_label/719fe13a-5fe3-49ef-9eaf-b29b372314e2.jpg,cancer,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/52f16dc2-f3c0-499c-9a50-59e02341b0fa.jpg,cancer,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/adf753d3-b12a-4ab5-9c8a-732f31df7bd2.jpg,normal,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/754b5cb9-275c-43ac-943d-790d31e374c6.jpg,normal,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/e33926b9-f786-48d3-8690-6720daea325c.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/553cf3fa-ab91-47b4-98c9-9e6c9f3c964f.jpg,normal,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/692df5a7-346a-45cf-a283-07806ed8bb0b.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/b3cc2a2a-c893-4007-8923-cf388e074e98.jpg,normal,0.864
../data/mri_dataset_brain_cancer_oc/sans_label/a486acab-bb88-45d9-bba8-632008060dc2.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/871454cc-5072-4369-919c-76ccebbe196b.jpg,cancer,0.706
../data/mri_dataset_brain_cancer_oc/sans_label/8b4824e5-7560-4c8d-80d0-75c393002311.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/6c3376de-dc04-4a3f-9025-91bab1caeef1.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/9b04b6c2-79c4-4837-9199-8b4104224743.jpg,cancer,0.7910946948029907
../data/mri_dataset_brain_cancer_oc/sans_label/c7045bd6-b179-4db6-aaf1-c7a494d7ca2c.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/8885fcc6-68de-4743-985c-8cc88d02a579.jpg,normal,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/7ff5b20e-903d-4579-a36f-237da34815a6.jpg,cancer,0.868
../data/mri_dataset_brain_cancer_oc/sans_label/52b3b597-7397-4e1c-8e8b-8f8b84af20b7.jpg,normal,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/c7cad843-f751-49a4-ab34-f812e74fc243.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/cec1206e-7243-4fbc-8075-828f3eaa6f87.jpg,cancer,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/a04979a3-848c-4019-9fac-dd294519b75d.jpg,cancer,0.826
../data/mri_dataset_brain_cancer_oc/sans_label/abbb32f3-2e41-40b7-9dcf-74cc277e422b.jpg,cancer,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/2c053bfd-7f9c-46f1-99fb-36320171040c.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/36aa97d2-9e9b-4d5a-8b69-ac719d8012e9.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/a249a282-e855-44d5-8759-476934b332fb.jpg,cancer,0.748
../data/mri_dataset_brain_cancer_oc/sans_label/d3b69f1b-5771-4e81-b15f-08ada54b414b.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/c2feb010-0d6a-45c6-9fe8-4981b40daef4.jpg,cancer,0.71
../data/mri_dataset_brain_cancer_oc/sans_label/8171df9c-3845-4112-892f-c6fb1961dd00.jpg,cancer,0.902
../data/mri_dataset_brain_cancer_oc/sans_label/6dd0426f-3cef-4af4-8327-69f724b587d8.jpg,cancer,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/65664115-d6c0-4d61-8708-1e8e36f1c193.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/10ac7600-4206-4e17-a866-e4bbc536eaa7.jpg,normal,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/7b4c0b8b-e0b3-4b4b-b2fd-404824b3945c.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/31d0ec8d-0411-438f-9ab2-ac02f0bb5775.jpg,normal,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/827650e1-dd86-4dc9-a3e0-1483686c5c4d.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/d4e48d7d-a758-48d0-820a-9bfca5247ff3.jpg,normal,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/9c1914bd-03b4-4fe9-984b-590ee2ba0142.jpg,cancer,0.854
../data/mri_dataset_brain_cancer_oc/sans_label/5917a21d-0a1e-4138-ab5d-0d0e29d32b6b.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/8d10d414-a4aa-49df-ba2a-8f29cad2c785.jpg,cancer,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/8d700c36-24aa-4b10-9f65-c988ad4cb3ab.jpg,normal,0.71
../data/mri_dataset_brain_cancer_oc/sans_label/3faa6891-dd9c-41b2-aca3-0b87b22eb6b6.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/2a103299-4ee4-416e-bf86-cb4f06c96897.jpg,cancer,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/5f55e8e8-a676-42a9-bce8-4dd02234a621.jpg,cancer,0.844
../data/mri_dataset_brain_cancer_oc/sans_label/160219f1-5b85-4655-b7ca-038a20164df1.jpg,cancer,0.776
../data/mri_dataset_brain_cancer_oc/sans_label/4cc8628e-3700-45cc-9bd3-30c727c42a46.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/aaa8904f-1fbf-41f8-8672-d3a0c0ae69ca.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/2e039f72-ee1f-4bef-a7ee-ac814fb510b6.jpg,cancer,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/d8a60e0b-1c69-4a5a-9d22-61496a1c0b62.jpg,normal,0.834
../data/mri_dataset_brain_cancer_oc/sans_label/b0da657c-53c0-4efb-bed4-ebb465f90bd0.jpg,cancer,0.87
../data/mri_dataset_brain_cancer_oc/sans_label/da45f349-f490-49d7-8fb6-c427c7ccf898.jpg,cancer,0.706
../data/mri_dataset_brain_cancer_oc/sans_label/01fa1329-7524-49f5-8f11-bb9d8717a3fe.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/cb79220e-bebb-4328-87e5-917ca51607ed.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/cf6f969e-47d6-4796-a0c1-cf6b2dbb7a42.jpg,cancer,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/06dd4af6-faf7-4661-a3cc-c5a30e01bb74.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/78ebd406-e28f-464f-8dd2-b0bdc6906e29.jpg,normal,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/ffe6c966-3830-4e88-b02d-bb47fdf4da18.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/acd40feb-efc6-453d-befa-819b9502a4c2.jpg,cancer,0.834
../data/mri_dataset_brain_cancer_oc/sans_label/2e671412-32fd-4136-9844-f7053b0696c9.jpg,cancer,0.794
../data/mri_dataset_brain_cancer_oc/sans_label/5f80fa29-e2a3-4897-ac4e-d3ec50b42898.jpg,normal,0.73
../data/mri_dataset_brain_cancer_oc/sans_label/1734f1c3-dc3a-4130-a94f-9836c8db4458.jpg,cancer,0.812
../data/mri_dataset_brain_cancer_oc/sans_label/ccb13ab2-6120-447e-8e1d-56fa7971708f.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/101be262-63cd-4a5d-ba17-15a92e881c50.jpg,cancer,0.764
../data/mri_dataset_brain_cancer_oc/sans_label/b8de1e90-8be7-439c-8e7e-4e674309eff0.jpg,normal,0.928
../data/mri_dataset_brain_cancer_oc/sans_label/8995da3a-8071-4b32-afa8-d71de7ff697e.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/c6c9465b-6a3f-44d0-ad3a-06d0f7129afd.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/da97d7fe-ecc6-4288-a4bd-e2adbfd5b6af.jpg,normal,0.854
../data/mri_dataset_brain_cancer_oc/sans_label/aa3b5558-4655-4cc2-a6f1-b7a1183202ec.jpg,normal,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/0f1671c9-0387-484e-8e31-61e1fe074e7b.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/8f20b4bd-abce-44a7-914e-d0c4e22a09d9.jpg,cancer,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/c38f8369-c2b1-41e3-a5ab-fd4c0cdafd3e.jpg,cancer,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/8c4761d3-28d0-483c-8d75-7e4facf21fbb.jpg,normal,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/317c9a6a-1657-4c88-9c01-fb2ea0863b01.jpg,cancer,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/56dad7f7-9054-468b-9714-10589af74613.jpg,cancer,0.844
../data/mri_dataset_brain_cancer_oc/sans_label/a83813e8-550f-4510-999d-fd120608ada3.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/cb6c7d10-bc8f-4c3c-aa6a-868b8897e4b4.jpg,cancer,0.85
